Solar_Power_kW,Solar_Irradiance_Wm2,Battery_SOC_%,Num_EVs_Charging,Charging_Power_kW,Charging_Duration_Min,Arrival_Time_Hour,Departure_Time_Hour,Initial_Battery_SOC_%,Final_Battery_SOC_%,Charging_Mode,Grid_Energy_Supply_kW,Residential_Load_kW,Business_Load_kW,Peak_Load_Time_Hour,Energy_Cost_$/kWh,Demand_Response,Total_Demand_kW,Available_Energy_kW,Optimal_Charging_Decision,Charging_Duration_Hours
18.727005942368123,266.61963595475765,33.55351153623154,2,16.6487694027619,68,17,19,10.112083128432015,18.6077525524351,slow,76.89036144024719,25.530005083748865,20.102442850781017,21,0.4140368815699962,0,78.92998674005368,16.687380642561635,1,1.1333333333333333
47.53571532049581,587.7108526405223,32.22809191647998,8,2.6052370818284007,32,6,8,29.82533586667672,43.42975373582034,fast,43.65106654237089,27.868847533448992,24.89118627239632,12,0.2175347822487842,1,73.60193046047252,17.58485140239418,1,0.5333333333333333
7.800932022121826,825.9050330753048,34.47547535157679,6,4.324381902217901,62,11,15,52.55039768566864,67.01316326534531,fast,84.94504855566228,8.036619272678188,20.878604311123304,12,0.2644643863385396,1,54.8615149971089,37.88446558067521,1,1.0333333333333334
7.799726016810133,692.9050300396456,78.34584361761674,7,2.087503663389154,80,7,9,38.235501351844725,48.479279288610606,fast,79.34661709829277,20.21336608193096,38.82671469840558,12,0.3690850105947081,1,73.65260642406062,13.493736691042272,1,1.3333333333333333
43.30880728874676,864.2760864087874,79.9039501259663,2,4.276752038139515,88,1,2,23.29529363612514,34.18410989154181,fast,34.24162594338163,16.31920323778502,36.04769232603443,8,0.3667466544482236,0,60.92039964009848,16.630033592029903,1,1.4666666666666666
30.05575058716044,324.70120797326734,15.882954180794671,1,18.526410004500715,43,6,10,67.31227672689342,77.44261669061314,fast,85.97449913823492,11.081827111767463,18.856396391727596,18,0.4599518082284608,1,48.46463350799577,67.56561621739958,1,0.7166666666666667
1.0292247147901223,299.08849763764204,13.025224016495436,2,20.170741339468083,118,17,19,55.92009482571765,65.04206198723615,fast,94.42933263212235,23.57271799884306,22.032246443417364,18,0.4602466928407798,0,85.9464471211966,9.512110225715888,0,1.9666666666666666
48.49549260809972,988.9012071969825,15.638788310981909,2,12.879451614961122,77,5,6,33.880452807377814,49.8777481539766,slow,49.17119928110264,27.496432046229877,18.978914777144112,8,0.1523454103773515,1,72.23425005329622,25.432441835906133,1,1.2833333333333334
41.622132040021086,949.653405717952,91.57937080099698,1,4.836120069033031,87,8,11,62.32590794077338,68.7368052442022,slow,88.61283176338051,25.460066187445587,32.081295033594,18,0.3638121276119922,1,62.37748129007262,67.85748251332897,1,1.45
15.212112147976883,262.5178106146002,41.26089936329584,0,17.411618602585825,105,18,22,54.577502499904696,64.04809248132146,fast,72.80951223969393,13.425069783431464,27.74861076480958,18,0.3014930981232937,0,41.173680548241045,46.84794383942977,1,1.75
26.237821581611893,611.1507074973665,90.98500111185452,4,6.790905493266907,28,2,3,78.23388903942892,89.41533757005064,slow,86.88634201334706,8.225104375581473,41.80349842641039,21,0.1647093425538813,1,77.19222477505949,35.93193881989947,1,0.4666666666666667
21.597250932105787,923.9394678292376,11.964105709794056,4,5.289181937155517,11,17,19,67.79223974349105,76.1489155375557,slow,77.47578250419329,18.078252822655607,10.530741634435,18,0.2477283776846702,0,49.76572220571268,49.30731123058641,1,0.18333333333333332
14.561457009902096,130.55138072721897,69.74107175580302,0,1.3518823943400309,19,4,8,14.200573481230826,33.18861476826419,fast,61.86068103509258,20.825722635193564,31.912463388992105,12,0.1394723669935509,1,52.73818602418567,23.683952020809016,1,0.31666666666666665
6.974693032602092,367.6141066352957,60.41513651156578,0,2.607933427104318,90,3,7,74.79081064331902,89.24753237818886,fast,94.67528057366869,11.481003384756754,18.67772901629344,12,0.1383071544798507,1,30.15873240105019,71.49124120522058,1,1.5
14.607232426760907,931.9565758388774,94.31402158297828,4,9.835985237084442,110,6,8,45.2130623289915,61.22714278695223,fast,76.43916388629077,27.72060077421992,12.446870206637753,18,0.1641378575620662,1,79.51141192919545,11.534984383856226,1,1.8333333333333333
39.25879806965068,526.7927949917174,33.414201186584606,5,7.547844876071141,31,1,2,71.16562832939164,86.30551567573674,slow,79.81947407420886,22.974811884951524,30.25485683025048,12,0.4367833817673394,1,90.96889309555772,28.109379048301815,1,0.5166666666666667
25.71172192068058,860.0944586815633,98.3167381447522,0,14.737363240008069,114,13,16,40.63524118603215,52.97368968910134,slow,78.68974634303575,15.402963610796498,27.5989506816952,18,0.1287557818400053,0,43.0019142924917,61.39955397122464,1,1.9
29.620728443102124,387.1904259189301,33.0877056199823,1,14.004019673125216,93,21,1,33.7784832935711,44.52254402794536,slow,70.00214302482632,5.422745331409177,28.809398384371253,12,0.3538200563446508,0,48.236163388905645,51.3867080790228,1,1.55
30.37724259507192,133.30687124394336,27.82878694837661,2,20.49013854570552,63,15,16,30.08907596300803,47.45847125502142,fast,84.19678522698963,6.577367029580392,14.209675923106095,18,0.3135079769728096,0,61.76732004409752,52.80670777796404,1,1.05
47.44427686266666,208.51019719955093,97.48047966683832,1,6.021993454124987,92,22,1,22.405053981515444,41.56499258217461,fast,22.777292174711565,12.81220815357137,39.66643237905272,18,0.2958576847276064,0,58.50063398674908,11.720935050629151,1,1.5333333333333334
40.419867405823055,726.6598982903258,41.455573487813695,3,17.245014136345127,15,14,18,53.13684545314286,70.88942463121857,fast,68.1128577602889,17.170176924581085,28.823672632071347,21,0.1358831805758524,0,97.7288919656878,10.803833200424153,1,0.25
15.230688458668537,405.8874673912595,20.268620639914005,0,1.9248479671577523,54,23,2,43.80149738810905,63.76523628229863,slow,89.90574569298028,29.464459871484348,18.456007382436,21,0.3502225758889956,1,47.92046725392035,57.215966897728464,1,0.9
22.007624686980066,383.7613040475493,32.58699952062682,6,5.861082014172753,32,11,13,12.03866494923737,22.65325485033224,slow,92.8703123845155,11.637480430457057,33.54102725573455,12,0.2894741041613485,0,80.34499977122812,34.53293730026745,1,0.5333333333333333
1.7194260557609198,386.8772526388629,57.10518202369298,2,1.9825027444071388,16,11,13,41.244820560094816,50.81345105442334,fast,81.72571514630647,18.30614517854452,49.714537344142094,8,0.3598104514997476,1,71.98568801150088,11.459453190566506,1,0.26666666666666666
45.4660201039391,663.3022387933082,20.32919846822957,5,7.712693161133313,88,17,21,48.54833440294527,56.18892963526983,slow,61.81550192356296,20.17149519502321,12.877854369577616,21,0.2870991333600655,1,71.6128153702674,35.668706657234665,1,1.4666666666666666
26.00340105889054,121.9607034008842,73.70515875067917,1,10.326420176422978,106,6,8,43.2304788989749,60.83996857126178,fast,48.07376759725436,17.062639784552836,22.74700614931463,18,0.2542482389544367,0,50.13606611029044,23.94110254585445,1,1.7666666666666666
44.74136752138244,818.9049121962988,95.11283323002542,9,7.048112264404864,100,16,17,16.072404485096712,25.50974526382466,fast,76.3482365177704,18.901310606999026,28.67243624016232,12,0.1696728826611712,1,111.00675722680512,10.082846812347723,1,1.6666666666666667
29.894998940554256,998.1406994800036,86.49778343325957,0,12.682888152398666,66,3,5,52.38111397137396,70.7042518695862,fast,84.22125371696305,12.121403274018991,44.429066488265214,18,0.1401979036959016,1,56.55046976228421,57.5657828952331,1,1.1
46.09371175115584,415.6406339065392,70.21201035961974,1,1.612258906463869,78,6,10,13.996633235691876,31.60568757728976,fast,39.112375653406126,5.606006475559743,48.123063574320845,8,0.3952726908883671,0,55.34132895634446,29.864758448217508,1,1.3
9.79914312095726,461.737822248318,47.05889874260576,9,4.281957900545301,11,18,22,47.12969542290699,52.71587571293632,fast,69.91111545303764,11.314213978442174,16.89764317172923,18,0.4945451606787524,1,66.74947825507911,12.96078031891578,1,0.18333333333333332
27.134804157912424,763.8240714300024,80.76503794456298,0,7.574053046326084,38,12,15,64.563811181917,80.50656511051383,fast,90.4198395580451,21.08810400935473,35.85010070628762,8,0.3891882097771899,1,56.93820471564235,60.616439000315175,1,0.6333333333333333
7.046211248738132,314.8994311914721,28.12274039223769,0,18.566468302978706,35,18,22,63.70195029143426,73.91126528372438,slow,96.87233233031677,5.3803273798838855,11.39000326936184,12,0.2678615370684042,0,16.77033064924573,87.14821292980915,1,0.5833333333333334
40.109849037701984,199.4267018182552,33.275875139923485,6,2.0545030654995604,44,1,3,78.08821202827598,93.30396370423266,fast,91.44010899171975,26.53083529716844,45.555370963353305,12,0.1386306322822656,1,84.41322465351911,47.13673337590265,1,0.7333333333333333
3.727532183988541,419.1599418766989,24.823571808906628,2,10.756876544988389,88,11,14,30.00890140643866,40.60204904447133,slow,77.53424192415837,8.637286181195659,35.6638931737946,18,0.1159944515191363,1,65.81493244496703,15.446841663179882,1,1.4666666666666666
38.61223846483287,366.6773084103911,78.10763551197715,1,7.648321958081674,96,13,16,34.195985487930145,45.28763519546851,slow,75.1409308372764,5.3890636564679,46.08704639909935,12,0.3397166328880565,0,59.12443201364892,54.62873728846035,1,1.6
40.77307142274171,116.08654126007244,89.00470703368367,1,7.611342416384625,106,4,6,67.24519014125936,72.85946312350156,fast,62.80964061387239,10.019168226483378,44.64515009169265,12,0.2288128823901948,0,62.27566073456065,41.307051302053445,1,1.7666666666666666
35.34286719238086,988.9501507624284,89.16236694563763,7,1.90410045702904,50,17,18,48.45284556302105,61.362640757018944,fast,75.16864152003264,7.689034794260853,39.696820474855926,8,0.3251182140833005,1,60.714558468320064,49.79695024409344,1,0.8333333333333334
43.15517129377968,807.7105129739969,12.445067910300384,6,1.1692411701845156,41,18,19,27.91107785685489,34.84228589999059,fast,83.46384613589879,21.966235929571667,36.42591556554271,8,0.2137278747913166,0,65.40759851622147,61.211418913457,1,0.6833333333333333
16.54490124263246,475.8226982064355,51.75382391310995,3,5.980033785531935,91,11,13,57.43770787823888,75.84729790460531,fast,95.10081017310073,12.685813313695933,41.444025864306845,12,0.3271354985357223,1,72.06994053459857,39.5757708811346,1,1.5166666666666666
3.177917514301182,891.2064768059482,91.8298185275404,8,3.259897879957036,52,15,17,25.8713958828853,45.48663773074576,fast,62.714275239928085,12.19946519831251,14.86203042923642,18,0.4908155014465768,0,53.140678667205215,12.751514087024056,1,0.8666666666666667
36.480308916903205,652.070250289637,19.492632996096752,2,10.10918188637837,10,12,15,16.334741776710672,24.52815559661057,fast,33.62153097028754,14.253697958760425,13.37168753749654,12,0.1208151350778241,0,47.8437492690137,22.25809061817705,1,0.16666666666666666
31.877873567760656,250.3305514828677,69.11020942518647,3,6.239564673337577,70,23,1,44.827052121921696,61.16653985589042,fast,70.63471043768358,6.778881397064527,34.80126430712939,21,0.1963838649125122,1,60.29883972420664,42.2137442812376,1,1.1666666666666667
44.36063712881633,992.0517635232789,83.9892844540203,2,12.496901287108692,23,1,4,28.415602094693355,43.01851012274884,slow,53.5896297425817,27.35268294511833,15.894110640669544,12,0.373628354566157,1,68.24059616000527,29.70967071139276,1,0.38333333333333336
23.610746258097464,308.5045312450991,44.23780067568061,1,6.762076709254337,61,3,7,60.70704491986312,67.50536539212081,fast,60.653103236653976,27.20474882410468,16.398516698706167,8,0.1341032898547442,0,50.36534223206518,33.89850726268626,1,1.0166666666666666
35.66223936114975,684.6819840931316,96.80289885107304,1,5.519294074397049,15,6,9,72.45665408766745,87.73826192323682,slow,86.73081907283074,26.12704094338754,41.2836005849444,21,0.4421233472736048,0,72.92993560272899,49.463122831251496,1,0.25
28.06385987847481,561.4196599148577,57.09966680752672,2,12.747513940274496,19,16,18,23.860212121528747,29.161002768288878,slow,34.828318057747964,9.435791306239956,16.480896654577588,18,0.1278086161012782,0,51.41171584136654,11.480462094856245,1,0.31666666666666665
21.37705091792748,267.7944359298291,67.11241757952735,0,7.81126196159617,39,4,8,50.98929054482128,68.10836099503553,fast,44.83184762366759,18.469314652877905,34.85538432295316,21,0.4399485714244219,0,53.32469897583106,12.884199565764,1,0.65
1.2709563372047594,801.626026210078,81.81227436543047,5,5.911835560916273,109,9,13,46.48216074394762,54.32995064801216,fast,72.48889203825337,11.441425574778878,17.139362973883394,12,0.4379760168075098,0,58.13996635324364,15.619882022214496,1,1.8166666666666667
15.717799053816334,895.4072964670831,24.21593405518132,3,10.252044088258454,106,20,0,49.18022051498194,66.92928288605279,slow,64.55400819121652,16.384103364037514,12.87501014834498,12,0.2605392016954072,0,60.01524577715786,20.256561467875,1,1.7666666666666666
45.37832369630465,995.4170403817916,81.3935215394429,2,9.027297291526626,72,5,8,66.58504757486517,84.21242804034411,fast,94.66483042786707,25.701488568321903,46.08777160489514,21,0.450413148608506,0,89.8438547562703,50.19929936790143,1,1.2
3.84899549143965,238.50631570586955,98.51693254436998,5,5.013773857426834,65,3,7,75.28477856599504,91.18222976105638,fast,62.79232691061154,15.115147073671576,19.01829546950635,18,0.4449196867896495,0,59.20231183031209,7.439010571739097,0,1.0833333333333333
14.4875726456884,834.249812491556,22.664037524388256,2,10.65266721285102,89,4,8,37.61857904969612,55.15532511251514,slow,47.88073198256684,16.136942077083646,12.59596868926899,12,0.1637229929007743,1,50.038245192054674,12.330059436200564,1,1.4833333333333334
